Batch Size,L1 Nodes,L1 Regularization,L1 Dropout,L2 Nodes,L2 Regularization,L2 Dropout,Learning Rate,Accuracy
431.0,142.0,0.0002,0.74,283.0,7.000000000000001e-05,0.68,0.004,0.4255150556564331
83.0,124.0,0.006999999999999999,0.55,338.0,0.5,0.09,0.03,0.4136291742324829
388.0,263.0,0.08,0.11,305.0,0.05,0.38,0.008,0.4136291742324829
281.0,270.0,0.0002,0.18,228.0,0.0004,0.2,2e-05,0.4889065027236938
108.0,371.0,0.0,0.29,262.0,0.03,0.66,0.7000000000000001,0.25
405.0,279.0,0.8,0.28,293.0,0.003,0.21,0.01,0.41442155838012695
391.0,41.0,0.04,0.56,149.0,0.001,0.78,0.003,0.4421553015708923
495.0,333.0,0.005,0.29,344.0,0.02,0.8,0.008,0.5031645298004149
36.0,368.0,0.2,0.39,435.0,0.30000000000000004,0.76,0.008,0.4136291742324829
249.0,307.0,0.0,0.16,38.0,1e-05,0.44,0.06,0.4263074398040772
364.0,188.0,0.03,0.2,268.0,0.08,0.16,0.03,0.4136291742324829
160.0,160.0,0.009000000000000001,0.04,362.0,0.0008,0.49,0.0007,0.4715189933776856
492.0,315.0,0.09,0.17,292.0,0.03,0.72,0.30000000000000004,0.4136291742324829
386.0,365.0,0.006999999999999999,0.63,148.0,0.03,0.45,1e-05,0.4445324838161469
274.0,72.0,0.30000000000000004,0.43,320.0,0.08,0.16,0.004,0.4136291742324829
93.0,220.0,0.9,0.32,496.0,0.005,0.71,0.02,0.4136291742324829
307.0,229.0,0.5,0.61,180.0,0.005,0.52,0.0006000000000000001,0.41600632667541504
295.0,457.0,0.0,0.19,192.0,0.9,0.45,3.000000000000001e-05,0.5063291192054749
401.0,413.0,0.0,0.78,428.0,0.0,0.75,0.004,0.4912836849689484
217.0,468.0,0.0,0.61,381.0,0.006999999999999999,0.24,6.000000000000002e-05,0.5031645298004149
304.0,361.0,5e-05,0.55,346.0,0.4,0.5,5e-06,0.4492868483066559
102.0,327.0,6.000000000000002e-05,0.16,500.0,0.004,0.38,3.000000000000001e-05,0.5094936490058899
478.0,78.0,0.4,0.08,277.0,0.9,0.73,0.0008,0.415213942527771
199.0,204.0,0.07,0.73,226.0,8e-05,0.35,0.0005,0.4461172819137573
165.0,45.0,5e-05,0.07,182.0,9e-05,0.22,0.05,0.5031645298004149
241.0,426.0,0.5,0.26,220.0,0.07,0.39,0.2,0.4136291742324829
348.0,197.0,0.0001,0.67,449.0,4e-05,0.56,0.8,0.4136291742324829
133.0,273.0,0.0001,0.73,422.0,7.000000000000001e-05,0.38,5e-05,0.4754358232021332
80.0,89.0,9e-05,0.23,84.0,0.009000000000000001,0.2,1e-05,0.3670886158943176
323.0,101.0,0.04,0.7,64.0,0.6000000000000001,0.31,0.05,0.4136291742324829
248.0,388.0,0.0005,0.66,109.0,0.08,0.47,0.004,0.4278922379016876
317.0,142.0,9e-05,0.02,5.0,0.05,0.44,6.000000000000002e-05,0.4896988868713379
465.0,118.0,0.0001,0.24,118.0,0.05,0.34,0.006,0.4936708807945252
241.0,183.0,0.03,0.38,70.0,0.0008,0.41,0.05,0.4136291742324829
428.0,462.0,0.008,0.62,451.0,0.07,0.76,0.2,0.4136291742324829
194.0,230.0,0.0,0.32,429.0,9e-05,0.57,0.0004,0.5
18.0,472.0,0.0,0.69,283.0,0.1,0.44,0.003,0.41442155838012695
1574.0,268.0,0.0,0.74,274.0,2e-05,0.1,0.00030000000000000003,0.4778481125831604
1019.0,315.0,0.0008,0.29,145.0,0.05,0.7,0.1,0.42234548926353455
386.0,326.0,0.0008,0.29,628.0,0.0,0.43,0.00030000000000000003,0.4778481125831604
715.0,222.0,1e-05,0.32,779.0,0.008,0.15,0.0009000000000000002,0.5031645298004149
1989.0,221.0,0.05,0.57,10.0,0.0002,0.67,0.5,0.4136291742324829
347.0,803.0,0.0,0.54,796.0,0.0,0.54,0.001,0.4715189933776856
1052.0,440.0,0.05,0.17,872.0,0.0,0.64,0.1,0.25
10.0,643.0,0.0002,0.21,361.0,0.06,0.39,2e-05,0.4905063211917877
1835.0,225.0,0.30000000000000004,0.12,63.0,0.08,0.69,0.0009000000000000002,0.4175911247730255
290.0,511.0,0.4,0.74,803.0,7.000000000000001e-05,0.53,0.01,0.41600632667541504
1692.0,503.0,0.1,0.07,66.0,0.006999999999999999,0.13,0.005,0.4136291742324829
1097.0,890.0,0.07,0.5,145.0,3.000000000000001e-05,0.72,3.000000000000001e-05,0.4968354403972626
942.0,482.0,0.0,0.22,454.0,0.0008,0.05,0.30000000000000004,0.4136291742324829
1920.0,897.0,0.008,0.51,471.0,0.00030000000000000003,0.64,6e-06,0.4873417615890503
774.0,916.0,0.30000000000000004,0.43,485.0,0.008,0.01,8e-05,0.5015847682952881
219.0,267.0,1e-05,0.34,851.0,0.0002,0.65,0.009000000000000001,0.415213942527771
1840.0,202.0,6.000000000000002e-05,0.11,386.0,0.008,0.1,0.05,0.4175911247730255
1643.0,567.0,0.9,0.36,823.0,0.006999999999999999,0.11,0.07,0.4136291742324829
834.0,729.0,0.8,0.01,383.0,0.006999999999999999,0.06,1e-06,0.459587961435318
357.0,290.0,0.30000000000000004,0.72,941.0,0.0008,0.24,0.0001,0.4255150556564331
1531.0,547.0,9e-05,0.35,513.0,0.004,0.0,0.9,0.4136291742324829
1468.0,337.0,9e-05,0.41,50.0,0.8,0.59,3.000000000000001e-05,0.5094936490058899
910.0,933.0,0.0009000000000000002,0.31,862.0,0.003,0.32,0.03,0.4620253145694733
660.0,457.0,0.0001,0.66,883.0,0.008,0.74,0.008,0.4715189933776856
268.0,122.0,0.04,0.5,468.0,0.9,0.74,2e-06,0.4263074398040772
1445.0,235.0,0.004,0.59,68.0,0.02,0.79,0.0006000000000000001,0.4841772019863129
1882.0,707.0,0.0005,0.45,347.0,9e-05,0.07,0.2,0.4136291742324829
1480.0,693.0,0.0004,0.03,811.0,2e-05,0.44,0.001,0.4968354403972626
923.0,377.0,0.0,0.39,441.0,0.07,0.61,0.008,0.4968354403972626
413.0,615.0,6.000000000000002e-05,0.42,468.0,0.008,0.28,0.02,0.5063291192054749
1863.0,998.0,5e-05,0.58,63.0,3.000000000000001e-05,0.31,7.000000000000001e-05,0.5
921.0,97.0,0.30000000000000004,0.53,906.0,0.07,0.12,0.0005,0.41600632667541504
195.0,964.0,0.009000000000000001,0.68,167.0,0.0001,0.54,5e-06,0.4984152019023895
1945.0,886.0,0.07,0.03,641.0,0.006,0.13,7.000000000000003e-06,0.2943038046360016
815.0,468.0,0.7000000000000001,0.0,336.0,0.6000000000000001,0.77,0.08,0.4167987406253815
580.0,668.0,8e-05,0.15,704.0,0.0002,0.17,0.0006000000000000001,0.4905063211917877
1027.0,872.0,0.002,0.47,508.0,0.0004,0.44,0.04,0.4136291742324829
1611.0,547.0,0.02,0.79,697.0,3.000000000000001e-05,0.63,8e-05,0.4715189933776856
813.0,349.0,3.000000000000001e-05,0.76,295.0,0.06,0.49,0.009000000000000001,0.4255150556564331
1711.0,647.0,7.000000000000001e-05,0.16,260.0,0.4,0.18,0.004,0.5126582384109497
1678.0,568.0,0.2,0.05,778.0,7.000000000000001e-05,0.41,5e-06,0.4936708807945252
885.0,801.0,0.8,0.49,95.0,0.006999999999999999,0.51,0.0009000000000000002,0.4136291742324829
1279.0,370.0,0.0002,0.06,343.0,0.5,0.63,0.06,0.4730586409568786
59.0,126.0,0.0,0.75,226.0,0.006999999999999999,0.26,0.05,0.4136291742324829
1360.0,346.0,0.00030000000000000003,0.74,860.0,0.0009000000000000002,0.76,0.006999999999999999,0.4580031633377075
1758.0,970.0,0.2,0.48,441.0,0.07,0.13,0.30000000000000004,0.4136291742324829
962.0,495.0,7.000000000000001e-05,0.02,104.0,0.009000000000000001,0.79,0.2,0.4136291742324829
931.0,319.0,0.03,0.78,490.0,0.00030000000000000003,0.39,0.8,0.415213942527771
448.0,692.0,0.00030000000000000003,0.35,889.0,5e-05,0.69,0.0009000000000000002,0.4968304336071014
1708.0,59.0,0.9,0.03,816.0,0.0002,0.79,9e-05,0.4873417615890503
414.0,186.0,8e-05,0.02,375.0,0.004,0.43,0.09,0.25
1210.0,435.0,0.4,0.08,451.0,9e-05,0.74,0.07,0.4136291742324829
356.0,470.0,0.04,0.51,600.0,0.4,0.13,0.02,0.4136291742324829
63.0,224.0,0.0,0.05,702.0,0.05,0.21,0.04,0.4136291742324829
1170.0,591.0,7.000000000000001e-05,0.2,484.0,0.004,0.26,8e-06,0.5
1872.0,817.0,0.0002,0.56,900.0,0.30000000000000004,0.77,0.05,0.419175922870636
1038.0,434.0,0.5,0.13,892.0,0.004,0.66,0.0007,0.5
281.0,507.0,0.0007,0.14,283.0,6.000000000000002e-05,0.16,0.6000000000000001,0.4136291742324829
1675.0,215.0,0.30000000000000004,0.62,958.0,0.006,0.52,0.4,0.4136291742324829
1174.0,380.0,0.0007,0.11,167.0,0.002,0.55,0.03,0.4706814587116242
403.0,615.0,0.006999999999999999,0.8,848.0,0.006999999999999999,0.59,0.0006000000000000001,0.4183835089206696
157.0,531.0,0.0009000000000000002,0.44,415.0,0.5,0.58,0.9,0.4136291742324829
567.0,102.0,0.0,0.57,695.0,0.0,0.64,0.9,0.4136291742324829
1484.0,513.0,9e-05,0.07,599.0,9e-05,0.07,0.0008,0.4936708807945252
286.0,781.0,0.4,0.31,997.0,0.7000000000000001,0.6,0.1,0.4136291742324829
1471.0,572.0,0.003,0.58,154.0,0.0,0.72,4e-05,0.4667194783687592
78.0,123.0,0.004,0.64,228.0,0.004,0.47,2e-05,0.5
718.0,668.0,0.006999999999999999,0.77,25.0,0.6000000000000001,0.31,0.006999999999999999,0.4620253145694733
1797.0,543.0,0.4,0.37,641.0,0.02,0.02,0.1,0.4136291742324829
827.0,770.0,0.1,0.69,800.0,0.04,0.29,0.006,0.4167987406253815
1698.0,906.0,0.6000000000000001,0.15,135.0,0.0004,0.7,0.04,0.4136291742324829
981.0,667.0,0.0007,0.14,802.0,0.03,0.71,0.004,0.4683544337749481
1866.0,531.0,0.05,0.39,482.0,8e-05,0.72,0.001,0.4873417615890503
1191.0,265.0,0.0,0.62,660.0,0.004,0.72,0.9,0.4167987406253815
1639.0,592.0,0.03,0.65,234.0,0.9,0.34,0.6000000000000001,0.4136291742324829
1428.0,653.0,0.004,0.54,922.0,0.0004,0.37,1e-05,0.4936708807945252
678.0,257.0,0.0007,0.45,365.0,0.30000000000000004,0.01,0.00030000000000000003,0.4968354403972626
336.0,658.0,0.1,0.51,14.0,3.000000000000001e-05,0.55,8e-05,0.4905063211917877
738.0,491.0,0.0,0.4,604.0,3.000000000000001e-05,0.48,6e-06,0.5094936490058899
1595.0,397.0,0.004,0.16,468.0,0.04,0.62,0.008,0.4136291742324829
1942.0,688.0,0.006999999999999999,0.04,679.0,0.009000000000000001,0.39,0.0007,0.4873417615890503
1424.0,912.0,0.6000000000000001,0.68,426.0,0.0006000000000000001,0.52,0.4,0.4136291742324829
1076.0,638.0,4e-05,0.31,618.0,4e-05,0.06,0.008,0.4873417615890503
321.0,259.0,0.1,0.7,38.0,0.004,0.53,0.05,0.4175911247730255
426.0,686.0,0.0001,0.41,89.0,0.0005,0.71,0.003,0.4588607549667358
276.0,431.0,0.006,0.32,605.0,0.4,0.13,0.0002,0.4936708807945252
900.0,445.0,0.01,0.19,59.0,0.8,0.29,2e-06,0.4263074398040772
969.0,517.0,0.0,0.18,839.0,8e-05,0.77,0.004,0.4833597540855408
1803.0,797.0,0.0004,0.01,933.0,0.9,0.45,0.005,0.5063291192054749
12.0,789.0,0.005,0.48,872.0,0.005,0.58,9e-06,0.4778481125831604
1035.0,132.0,0.00030000000000000003,0.54,401.0,0.01,0.72,1e-06,0.2594936788082123
983.0,548.0,8e-05,0.69,939.0,0.0002,0.61,0.002,0.4683544337749481
686.0,615.0,0.09,0.31,433.0,0.2,0.41,0.001,0.5031645298004149
766.0,40.0,0.8,0.02,260.0,0.0004,0.55,2e-05,0.4603803455829621
1942.0,354.0,0.00030000000000000003,0.8,516.0,0.07,0.36,0.08,0.4167987406253815
1205.0,516.0,0.09,0.52,762.0,0.008,0.32,9e-05,0.4968354403972626
1032.0,927.0,0.05,0.61,108.0,9e-05,0.67,0.30000000000000004,0.4136291742324829
1798.0,244.0,0.09,0.61,591.0,7.000000000000001e-05,0.48,2e-06,0.4429477155208588
687.0,165.0,0.0009000000000000002,0.52,486.0,0.03,0.66,4e-06,0.5063291192054749
176.0,92.0,0.009000000000000001,0.68,608.0,0.006,0.25,0.5,0.4136291742324829
606.0,374.0,0.4,0.1,32.0,0.006999999999999999,0.49,0.00030000000000000003,0.4175911247730255
1105.0,757.0,0.008,0.56,849.0,1e-05,0.7,6.000000000000002e-05,0.4286846220493317
480.0,399.0,0.2,0.35,773.0,0.004,0.41,0.07,0.4136291742324829
1611.0,286.0,0.7000000000000001,0.72,372.0,5e-05,0.56,9e-06,0.4350237846374512
1859.0,822.0,0.0007,0.3,332.0,0.0,0.04,0.006999999999999999,0.4905063211917877
1606.0,238.0,0.30000000000000004,0.11,798.0,0.0004,0.64,0.2,0.4136291742324829
227.0,729.0,0.09,0.38,318.0,0.07,0.39,0.07,0.41442155838012695
1162.0,622.0,0.30000000000000004,0.7,764.0,0.0007,0.61,0.0001,0.41996830701828003
431.0,988.0,0.0002,0.36,84.0,0.003,0.75,4e-06,0.4302694201469421
841.0,847.0,0.008,0.47,584.0,0.0001,0.59,2e-06,0.4366085529327393
1782.0,547.0,0.0,0.17,31.0,0.003,0.47,7.000000000000002e-06,0.4968354403972626
420.0,950.0,0.00030000000000000003,0.44,920.0,0.009000000000000001,0.38,0.03,0.4136291742324829
1473.0,676.0,0.003,0.01,834.0,0.0,0.27,9e-06,0.4968354403972626
1896.0,751.0,0.001,0.01,393.0,0.0006000000000000001,0.29,4e-06,0.4342313706874848
912.0,155.0,0.006,0.21,588.0,0.0001,0.77,0.5,0.4175911247730255
1793.0,811.0,0.008,0.36,754.0,8e-05,0.3,7.000000000000001e-05,0.4809825718402863
646.0,455.0,0.009000000000000001,0.76,199.0,0.01,0.59,0.003,0.4136291742324829
217.0,320.0,0.001,0.11,156.0,0.0008,0.12,8e-06,0.4175911247730255
1562.0,446.0,0.00030000000000000003,0.39,742.0,3.000000000000001e-05,0.11,0.01,0.5063291192054749
1649.0,275.0,0.0009000000000000002,0.75,766.0,0.0,0.24,1e-06,0.4318541884422302
653.0,314.0,0.0,0.13,495.0,7.000000000000001e-05,0.0,0.001,0.4936708807945252
1808.0,793.0,0.0009000000000000002,0.4,134.0,0.04,0.74,0.0007,0.41442155838012695
1943.0,826.0,1e-05,0.31,585.0,0.0,0.27,0.04,0.5031645298004149
456.0,382.0,9e-05,0.16,906.0,0.001,0.04,8e-05,0.4920760691165924
76.0,591.0,0.0,0.36,811.0,0.0006000000000000001,0.23,0.002,0.4683544337749481
548.0,215.0,0.0005,0.71,860.0,0.03,0.8,0.01,0.415213942527771
1924.0,517.0,0.0,0.75,841.0,0.02,0.65,0.00030000000000000003,0.4493670761585236
1800.0,962.0,0.03,0.69,90.0,0.04,0.64,0.002,0.415213942527771
1648.0,902.0,0.0005,0.07,163.0,0.0008,0.64,0.005,0.4136291742324829
202.0,976.0,0.30000000000000004,0.59,439.0,0.05,0.01,0.2,0.4183835089206696
756.0,563.0,6.000000000000002e-05,0.58,557.0,0.2,0.23,0.001,0.42234548926353455
409.0,386.0,0.0001,0.13,266.0,0.9,0.34,0.0009000000000000002,0.4936708807945252
544.0,929.0,0.4,0.45,436.0,0.008,0.42,6.000000000000002e-05,0.419175922870636
1332.0,259.0,0.07,0.36,854.0,0.8,0.68,0.09,0.4136291742324829
515.0,960.0,0.2,0.25,564.0,0.0,0.48,0.00030000000000000003,0.4278922379016876
1676.0,908.0,0.001,0.71,557.0,0.1,0.56,9e-05,0.42472267150878906
1804.0,541.0,9e-05,0.17,626.0,0.06,0.44,2e-06,0.5094936490058899
1246.0,597.0,5e-05,0.33,808.0,0.006,0.69,0.005,0.419175922870636
1679.0,537.0,0.0005,0.63,585.0,5e-05,0.32,0.04,0.4239302575588226
928.0,464.0,0.03,0.58,811.0,0.008,0.04,0.8,0.4136291742324829
888.0,492.0,0.00030000000000000003,0.08,783.0,0.0,0.44,6.000000000000002e-05,0.4936708807945252
838.0,104.0,0.09,0.52,496.0,0.6000000000000001,0.27,0.8,0.415213942527771
564.0,712.0,0.30000000000000004,0.51,99.0,0.03,0.3,9e-05,0.4183835089206696
1661.0,855.0,0.006,0.71,861.0,0.04,0.25,6e-06,0.4263074398040772
420.0,372.0,0.07,0.75,747.0,0.7000000000000001,0.43,0.0001,0.4167987406253815
512.0,942.0,0.30000000000000004,0.6,415.0,0.0008,0.64,5e-05,0.4302694201469421
324.0,791.0,0.006999999999999999,0.31,919.0,0.0005,0.67,2e-06,0.4350237846374512
1476.0,569.0,0.0,0.46,314.0,0.03,0.37,0.4,0.4136291742324829
1352.0,404.0,0.0009000000000000002,0.72,828.0,0.0005,0.41,0.2,0.4017432630062103
579.0,111.0,0.0,0.72,565.0,0.5,0.46,8e-05,0.4263074398040772
1184.0,660.0,0.0008,0.06,512.0,0.02,0.6,7.000000000000001e-05,0.4207606911659241
1358.0,815.0,0.00030000000000000003,0.76,327.0,0.02,0.48,0.4,0.4136291742324829
1327.0,407.0,0.005,0.05,560.0,2e-05,0.58,0.0002,0.4255150556564331
250.0,169.0,0.001,0.56,418.0,0.06,0.39,0.09,0.4136291742324829
612.0,277.0,5e-05,0.18,513.0,0.08,0.05,0.001,0.4754358232021332
393.0,653.0,0.001,0.39,360.0,0.4,0.18,0.0002,0.4183835089206696
1055.0,309.0,0.03,0.38,937.0,0.0002,0.3,2e-05,0.4318541884422302
1081.0,910.0,0.7000000000000001,0.48,65.0,0.006999999999999999,0.67,7.000000000000001e-05,0.42234548926353455
186.0,187.0,0.4,0.62,494.0,0.03,0.45,0.01,0.415213942527771
1994.0,323.0,0.001,0.49,847.0,0.0004,0.28,8e-05,0.42472267150878906
1911.0,398.0,0.0,0.53,742.0,0.08,0.54,0.0005,0.4976228177547455
1645.0,487.0,0.08,0.52,41.0,2e-05,0.17,9e-05,0.4207606911659241
1985.0,116.0,0.4,0.0,529.0,2e-05,0.76,4e-05,0.4318541884422302
1377.0,759.0,0.0,0.57,619.0,4e-05,0.04,0.30000000000000004,0.4136291742324829
430.0,65.0,5e-05,0.77,518.0,0.0008,0.35,0.5,0.3866877853870392
639.0,436.0,4e-05,0.07,987.0,0.1,0.2,0.05,0.4413629174232483
1998.0,715.0,8e-05,0.57,369.0,0.0,0.16,0.001,0.4936608672142029
53.0,575.0,0.0008,0.07,397.0,0.06,0.32,0.00030000000000000003,0.419175922870636
1288.0,339.0,6.000000000000002e-05,0.65,6.0,0.0,0.18,0.7000000000000001,0.4136291742324829
1223.0,469.0,0.06,0.06,851.0,0.0005,0.15,3.000000000000001e-05,0.42472267150878906
1739.0,499.0,0.008,0.31,172.0,0.0002,0.57,1e-05,0.4302694201469421
738.0,591.0,0.5,0.21,275.0,0.7000000000000001,0.62,1e-06,0.4278922379016876
612.0,823.0,0.07,0.19,25.0,5e-05,0.78,0.5,0.4136291742324829
178.0,210.0,0.003,0.51,880.0,0.1,0.23,3.000000000000001e-05,0.4255150556564331
997.0,318.0,3.000000000000001e-05,0.36,418.0,0.00030000000000000003,0.58,0.003,0.4367088675498961
391.0,528.0,0.0008,0.09,99.0,0.005,0.28,0.05,0.4136291742324829
570.0,390.0,6.000000000000002e-05,0.3,162.0,0.006,0.59,0.0001,0.4825673401355744
1530.0,588.0,0.0,0.71,604.0,9e-05,0.3,0.05,0.4136291742324829
1626.0,399.0,0.9,0.41,645.0,0.30000000000000004,0.36,0.003,0.419175922870636
495.0,338.0,0.0,0.68,203.0,0.0,0.73,0.0007,0.474683552980423
908.0,993.0,0.06,0.01,559.0,0.4,0.76,0.0005,0.4175911247730255
1130.0,914.0,0.009000000000000001,0.78,641.0,0.01,0.61,6e-06,0.4270998537540436
1213.0,576.0,0.006,0.69,698.0,0.0009000000000000002,0.77,0.009000000000000001,0.41996830701828003
416.0,216.0,3.000000000000001e-05,0.24,358.0,0.04,0.12,1e-06,0.4429477155208588
162.0,663.0,0.6000000000000001,0.06,359.0,0.002,0.52,0.4,0.4136291742324829
410.0,574.0,0.6000000000000001,0.23,906.0,0.03,0.05,7.000000000000001e-05,0.4167987406253815
1247.0,415.0,0.0009000000000000002,0.43,936.0,0.00030000000000000003,0.22,2e-06,0.3481012582778931
1265.0,318.0,6.000000000000002e-05,0.19,363.0,0.006999999999999999,0.65,0.0007,0.4738510251045227
357.0,699.0,7.000000000000001e-05,0.56,159.0,0.002,0.05,0.004,0.4167987406253815
1733.0,610.0,0.0,0.19,248.0,0.006,0.31,0.0008,0.5094936490058899
1507.0,962.0,0.09,0.79,298.0,4e-05,0.66,0.02,0.4175911247730255
501.0,196.0,0.0006000000000000001,0.35,602.0,0.0,0.38,0.1,0.4136291742324829
418.0,550.0,0.00030000000000000003,0.8,523.0,0.0,0.64,0.004,0.4635499119758606
1578.0,897.0,0.006999999999999999,0.76,362.0,0.0,0.24,0.06,0.415213942527771
951.0,667.0,0.0008,0.13,38.0,2e-05,0.45,0.30000000000000004,0.4136291742324829
517.0,864.0,0.2,0.5,905.0,0.0009000000000000002,0.36,0.9,0.41442155838012695
1119.0,465.0,0.0006000000000000001,0.28,783.0,0.01,0.71,6e-06,0.4342313706874848
1604.0,629.0,0.2,0.36,881.0,0.0004,0.24,0.09,0.3098256587982178
1598.0,122.0,3.000000000000001e-05,0.43,618.0,0.001,0.26,6.000000000000002e-05,0.5126582384109497
959.0,805.0,0.0008,0.58,596.0,0.07,0.46,0.0005,0.42234548926353455
1667.0,551.0,0.0001,0.32,566.0,0.002,0.47,3e-06,0.4766355156898498
208.0,272.0,8e-05,0.6,806.0,9e-05,0.32,8e-05,0.4558938443660736
1424.0,444.0,0.2,0.12,438.0,0.01,0.13,0.004,0.4145199060440064
1788.0,195.0,0.008,0.42,280.0,0.0009000000000000002,0.13,0.01,0.4199844002723694
1536.0,476.0,0.0006000000000000001,0.06,626.0,0.06,0.62,0.05,0.4512099921703338
1268.0,67.0,0.6000000000000001,0.45,265.0,0.4,0.05,0.008,0.4145199060440064
531.0,504.0,8e-05,0.49,935.0,0.1,0.72,0.00030000000000000003,0.4984423816204071
1149.0,76.0,0.008,0.27,715.0,0.0002,0.41,0.4,0.4145199060440064
970.0,404.0,1e-05,0.78,391.0,0.08,0.17,5e-06,0.4859813153743744
263.0,90.0,0.09,0.23,443.0,0.002,0.21,6.0000000000000015e-05,0.4192037582397461
1903.0,223.0,0.5,0.6,915.0,0.4,0.54,0.6000000000000001,0.3427010178565979
14.0,928.0,0.0002,0.43,740.0,0.0007,0.05,0.008,0.4207650125026703
711.0,974.0,0.00030000000000000003,0.14,644.0,0.006,0.15,0.05,0.4548286497592926
1639.0,367.0,0.0007,0.69,25.0,0.02,0.38,0.0009000000000000002,0.4984423816204071
1736.0,825.0,0.09,0.23,218.0,0.003,0.37,7.000000000000001e-05,0.4324746429920197
1364.0,873.0,0.0005,0.01,854.0,0.0001,0.59,0.6000000000000001,0.4145199060440064
1412.0,92.0,8e-05,0.13,851.0,0.02,0.69,0.04,0.4890965819358826
447.0,107.0,0.0002,0.04,278.0,0.5,0.42,0.6000000000000001,0.4145199060440064
663.0,176.0,7.000000000000001e-05,0.26,699.0,0.7000000000000001,0.58,7.000000000000001e-06,0.4984423816204071
1124.0,576.0,0.05,0.29,697.0,0.0,0.15,6.0000000000000015e-05,0.4984423816204071
1348.0,584.0,0.005,0.15,546.0,0.30000000000000004,0.23,0.005,0.4176424741744995
1284.0,413.0,0.0,0.53,231.0,0.0008,0.7,0.6000000000000001,0.4145199060440064
1246.0,174.0,0.008,0.63,358.0,1e-05,0.26,0.004,0.4754098355770111
665.0,159.0,0.00030000000000000003,0.4,92.0,0.08,0.27,0.02,0.47775176167488104
1342.0,509.0,0.0009000000000000002,0.2,592.0,0.006999999999999999,0.37,0.0008,0.4270101487636566
238.0,159.0,0.0004,0.28,921.0,0.05,0.01,9e-06,0.4558938443660736
63.0,67.0,0.05,0.36,342.0,0.00030000000000000003,0.4,0.09,0.4145199060440064
1593.0,947.0,0.0004,0.48,964.0,1e-05,0.55,0.6000000000000001,0.4145199060440064
970.0,377.0,0.0,0.4,689.0,0.01,0.76,0.30000000000000004,0.4160811901092529
76.0,955.0,0.0,0.54,435.0,0.03,0.04,0.4,0.4145199060440064
1428.0,676.0,0.0002,0.16,368.0,0.6000000000000001,0.37,0.5,0.4145199060440064
234.0,670.0,0.008,0.33,894.0,0.7000000000000001,0.01,1e-06,0.4355971813201904
482.0,86.0,0.8,0.78,818.0,0.03,0.01,7.000000000000001e-06,0.28103044629096985
342.0,103.0,0.03,0.69,771.0,0.30000000000000004,0.22,0.006,0.4145199060440064
1537.0,207.0,0.003,0.45,914.0,0.006999999999999999,0.76,4e-06,0.4340358972549439
1321.0,896.0,0.4,0.45,668.0,0.0,0.78,6e-06,0.4953271150588989
1070.0,73.0,0.08,0.07,911.0,0.009000000000000001,0.76,0.008,0.4176424741744995
698.0,650.0,0.5,0.58,214.0,0.00030000000000000003,0.13,0.9,0.4145199060440064
1809.0,183.0,2e-05,0.59,519.0,0.8,0.1,7.000000000000001e-06,0.479750782251358
1910.0,692.0,3.0000000000000008e-05,0.63,445.0,8e-05,0.32,1e-05,0.4548286497592926
1929.0,141.0,0.2,0.76,414.0,3.0000000000000008e-05,0.57,0.006999999999999999,0.4207650125026703
167.0,226.0,0.01,0.62,68.0,0.0,0.12,2e-06,0.437158465385437
1900.0,745.0,0.5,0.52,493.0,0.0006000000000000001,0.46,0.8,0.4145199060440064
1465.0,779.0,0.0001,0.12,920.0,0.0008,0.13,0.009000000000000001,0.4859813153743744
1012.0,186.0,0.03,0.02,861.0,0.006,0.69,0.09,0.4145199060440064
500.0,155.0,0.8,0.31,387.0,0.03,0.39,0.7000000000000001,0.4145199060440064
957.0,980.0,0.0006000000000000001,0.1,107.0,0.009000000000000001,0.78,0.6000000000000001,0.4184231162071228
208.0,645.0,0.0,0.17,549.0,0.04,0.22,0.9,0.4145199060440064
1590.0,913.0,0.006,0.63,998.0,7.000000000000001e-05,0.5,0.006,0.4910226464271546
584.0,379.0,0.002,0.1,963.0,6.0000000000000015e-05,0.03,0.004,0.4473067820072174
549.0,228.0,0.008,0.53,581.0,9e-05,0.54,9e-05,0.4473067820072174
1339.0,168.0,0.008,0.72,815.0,0.0005,0.34,0.0006000000000000001,0.4215456545352936
357.0,614.0,9e-05,0.23,372.0,8e-05,0.49,0.8,0.2523364424705505
1144.0,496.0,0.0,0.39,164.0,7.000000000000001e-05,0.58,0.03,0.4517133831977844
702.0,609.0,0.003,0.74,820.0,0.03,0.6,0.0005,0.4192037582397461
87.0,565.0,0.005,0.57,710.0,8e-05,0.57,2e-05,0.4652615189552307
1608.0,805.0,0.09,0.05,792.0,0.05,0.16,0.2,0.4145199060440064
137.0,338.0,0.5,0.44,932.0,6.0000000000000015e-05,0.34,9e-05,0.4465261399745941
700.0,708.0,0.0,0.6,48.0,0.006999999999999999,0.44,0.04,0.4641744494438171
709.0,700.0,0.001,0.1,481.0,0.0,0.28,0.6000000000000001,0.4145199060440064
1120.0,603.0,0.0005,0.45,144.0,0.1,0.33,5e-05,0.514018714427948
578.0,812.0,9e-05,0.06,940.0,0.2,0.02,3.0000000000000008e-05,0.4984423816204071
1792.0,54.0,0.2,0.11,225.0,0.04,0.26,0.006,0.4160811901092529
1413.0,282.0,0.0005,0.79,435.0,0.004,0.23,0.00030000000000000003,0.4644808769226074
976.0,677.0,0.004,0.76,497.0,0.08,0.77,4e-05,0.2834891080856323
